instrResp1.keys,instrResp1.rt,instr1_loop.thisRepN,instr1_loop.thisTrialN,instr1_loop.thisN,instr1_loop.thisIndex,instr1_loop.ran,instrOrd1,participant,age,gender,handedness,date,expName,psychopyVersion,OS,frameRate,instrResp5.keys,instrResp5.rt,instrResp6.keys,instrResp6.rt,instrResp3.keys,instrResp3.rt,instr2_loop.thisRepN,instr2_loop.thisTrialN,instr2_loop.thisN,instr2_loop.thisIndex,instr2_loop.ran,instrOrd2,instrEGresp.keys,instrEGresp.rt,instrHint2Resp.keys,instrHint2Resp.rt,instrRespSCH.keys,instr3_loop.thisRepN,instr3_loop.thisTrialN,instr3_loop.thisN,instr3_loop.thisIndex,instr3_loop.ran,instrOrd3,instrHint3Resp.keys,instrHint3Resp.rt,instrResp10.keys,instrResp10.rt,pStudy_loop.thisRepN,pStudy_loop.thisTrialN,pStudy_loop.thisN,pStudy_loop.thisIndex,pStudy_loop.ran,pTarg,psPresen_loop.thisRepN,psPresen_loop.thisTrialN,psPresen_loop.thisN,psPresen_loop.thisIndex,psPresen_loop.ran,ptHint_loop.thisRepN,ptHint_loop.thisTrialN,ptHint_loop.thisN,ptHint_loop.thisIndex,ptHint_loop.ran,pTestResp.keys,pTestResp.corr,pTestResp.rt,pTest_loop.thisRepN,pTest_loop.thisTrialN,pTest_loop.thisN,pTest_loop.thisIndex,pTest_loop.ran,ptStim,pCorAns,pTBR_loop.thisRepN,pTBR_loop.thisTrialN,pTBR_loop.thisN,pTBR_loop.thisIndex,pTBR_loop.ran,psResp.keys,psResp.corr,pSearch_loop.thisRepN,pSearch_loop.thisTrialN,pSearch_loop.thisN,pSearch_loop.thisIndex,pSearch_loop.ran,pStim,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,pStudyOrd,pTest1,pTest2,pTest3,pSearch,expStaResp.keys,expStaResp.rt,stim17_loop.thisRepN,stim17_loop.thisTrialN,stim17_loop.thisN,stim17_loop.thisIndex,stim17_loop.ran,cate,subCate,stimulus,sub30_loop.thisRepN,sub30_loop.thisTrialN,sub30_loop.thisN,sub30_loop.thisIndex,sub30_loop.ran,stimSubCate,altDistrStim_loop.thisRepN,altDistrStim_loop.thisTrialN,altDistrStim_loop.thisN,altDistrStim_loop.thisIndex,altDistrStim_loop.ran,distr_loop.thisRepN,distr_loop.thisTrialN,distr_loop.thisN,distr_loop.thisIndex,distr_loop.ran,chooseDistr_loop.thisRepN,chooseDistr_loop.thisTrialN,chooseDistr_loop.thisN,chooseDistr_loop.thisIndex,chooseDistr_loop.ran,distrIndx,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,study_presen.thisRepN,study_presen.thisTrialN,study_presen.thisN,study_presen.thisIndex,study_presen.ran,testHint_presen.thisRepN,testHint_presen.thisTrialN,testHint_presen.thisN,testHint_presen.thisIndex,testHint_presen.ran,testResp.keys,testResp.corr,testResp.rt,testsize,condTest,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,testIndx,TBR_loop.thisRepN,TBR_loop.thisTrialN,TBR_loop.thisN,TBR_loop.thisIndex,TBR_loop.ran,schResp.keys,schResp.corr,schResp.rt,setsize,subCategory,category,cond,stimImg,sch_loop.thisRepN,sch_loop.thisTrialN,sch_loop.thisN,sch_loop.thisIndex,sch_loop.ran,trialIndx,brkResp.keys,brkResp.rt,blockOrd.thisRepN,blockOrd.thisTrialN,blockOrd.thisN,blockOrd.thisIndex,blockOrd.ran,stimCateList,stimCate,testOrd
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.286015,1,marsupialia_australia,Animals,Animals,Stimuli/Animals/marsupialia_australia/marsupialia_05.jpg,0,1,1,9,1,9,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.255575,1,glove,Objects,Animals,Stimuli/Objects/glove/glove1.jpg,0,2,2,38,1,38,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.367455,1,spider,Animals,Animals,Stimuli/Animals/spider/spider_15.jpg,0,3,3,1,1,1,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.233795,1,crustacea,Animals,Animals,Stimuli/Animals/crustacea/crustacea_07.jpg,0,4,4,13,1,13,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.246055,1,bell,Objects,Animals,Stimuli/Objects/bell/necessities_12.jpg,0,5,5,32,1,32,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.249855,1,balloon,Objects,Animals,Stimuli/Objects/balloon/Aballoon147.jpg,0,6,6,42,1,42,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.259655,1,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_15.jpg,0,7,7,49,1,49,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.286085,1,bowl,Objects,Animals,Stimuli/Objects/bowl/Abowl50.jpg,0,8,8,46,1,46,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0,0.3196,1,dragonfly,Animals,Animals,Stimuli/Animals/dragonfly/dragonfly_03.jpg,0,9,9,3,1,3,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.22993,1,wolf,Animals,Animals,Stimuli/Animals/wolf/wolf_13.jpg,0,10,10,12,1,12,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.251665,1,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_15.jpg,0,11,11,55,1,55,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.472695,1,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_15.jpg,0,12,12,51,1,51,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.33564,1,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_15.jpg,0,13,13,53,1,53,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.33905,1,spoon,Objects,Animals,Stimuli/Objects/spoon/xsaltspoon6.jpg,0,14,14,29,1,29,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.23896,1,butterfly,Animals,Animals,Stimuli/Animals/butterfly/buttenfly_12.jpg,0,15,15,11,1,11,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.33548,1,horse,Animals,Animals,Stimuli/Animals/horse/horse_07.jpg,0,16,16,21,1,21,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.225425,1,frog,Animals,Animals,Stimuli/Animals/frog/frog_12.jpg,0,17,17,15,1,15,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.358445,1,marine,Animals,Animals,Stimuli/Animals/marine/marine_16.jpg,0,18,18,10,1,10,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.312775,1,ceilingfan,Objects,Animals,Stimuli/Objects/ceilingfan/cc2848e5-1f8e-49af-94b0-8c4d3ea0f488_300.jpg,0,19,19,31,1,31,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.295385,1,sofa,Objects,Animals,Stimuli/Objects/sofa/ALOVSEA15.jpg,0,20,20,36,1,36,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.289175,1,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_15.jpg,0,21,21,48,1,48,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.28553,1,suiformes,Animals,Animals,Stimuli/Animals/suiformes/suiformes_14.jpg,0,22,22,2,1,2,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.469105,1,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_15.jpg,0,23,23,54,1,54,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.419435,1,abacus,Objects,Animals,Stimuli/Objects/abacus/a_151.wooden-abacus.jpg,0,24,24,30,1,30,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.33523,1,procyon_civet,Animals,Animals,Stimuli/Animals/procyon_civet/procyon_12.jpg,0,25,25,4,1,4,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.49797,1,bowtie,Objects,Animals,Stimuli/Objects/bowtie/BTS30.jpg,0,26,26,35,1,35,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.43736,1,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_15.jpg,0,27,27,50,1,50,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.262865,1,poultry,Animals,Animals,Stimuli/Animals/poultry/poultry_08.jpg,0,28,28,16,1,16,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.412435,1,calculator,Objects,Animals,Stimuli/Objects/calculator/26377655.thl.jpg,0,29,29,27,1,27,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.426145,1,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_15.jpg,0,30,30,52,1,52,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.33033,1,phone,Objects,Animals,Stimuli/Objects/phone/Atelephone2.jpg,0,31,31,44,1,44,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.47147,1,dumbbell,Objects,Animals,Stimuli/Objects/dumbbell/dumbell13.jpg,0,32,32,37,1,37,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.472155,1,dog,Animals,Animals,Stimuli/Animals/dog/dog_01.jpg,0,33,33,6,1,6,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.337595,1,mp3player,Objects,Animals,Stimuli/Objects/mp3player/mp3philips.jpg,0,34,34,33,1,33,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.38766,1,bird,Animals,Animals,Stimuli/Animals/bird/bird_17.jpg,0,35,35,14,1,14,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.335525,1,beast,Animals,Animals,Stimuli/Animals/beast/beast_10.jpg,0,36,36,8,1,8,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.31334,1,guitar,Objects,Animals,Stimuli/Objects/guitar/Classical_Guitar.jpg,0,37,37,28,1,28,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.29067,1,turtle,Animals,Animals,Stimuli/Animals/turtle/turtle_05.jpg,0,38,38,22,1,22,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.32907,1,bed,Objects,Animals,Stimuli/Objects/bed/51F6GJHNEFL._AA262_.jpg,0,39,39,26,1,26,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.313335,1,cow,Animals,Animals,Stimuli/Animals/cow/cow_15.jpg,0,40,40,18,1,18,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.29831,1,handbag,Objects,Animals,Stimuli/Objects/handbag/Ahandbag38.jpg,0,41,41,34,1,34,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.312105,1,fish,Animals,Animals,Stimuli/Animals/fish/fish_03.jpg,0,42,42,7,1,7,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.33509,1,camcorder,Objects,Animals,Stimuli/Objects/camcorder/aiptek_pocketdv_8900_camcorder.jpg,0,43,43,43,1,43,,,,,,,,,,
