cate,subCate,stimulus,markCode,dur,acc,markCodeResp,rt,resp,onsetT,setsize,subj,age,sex,handed
Objects,handbag,Stimuli/Objects/handbag/Ahandbag31.jpg,2,2.3,1,55,0,,1946.330579,2,19,19,F,R
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_09.jpg,1,1.8,1,55,0,,1948.845882,2,19,19,F,R
Objects,bell,Stimuli/Objects/bell/ABELL24.jpg,2,2.3,1,55,0,,1950.86129,2,19,19,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCGUI12.jpg,2,1.8,1,55,0,,1953.376715,2,19,19,F,R
Animals,spider,Stimuli/Animals/spider/spider_12.jpg,1,2.3,1,55,0,,1955.393735,2,19,19,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCBGU12.jpg,2,2.3,1,55,0,,1957.909201,2,19,19,F,R
Objects,mp3player,Stimuli/Objects/mp3player/dap-red-earbuds.jpg,2,2.3,1,55,0,,1960.424845,2,19,19,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_16.jpg,1,1.8,1,55,0,,1962.940533,2,19,19,F,R
Animals,fish,Stimuli/Animals/fish/fish_02.jpg,1,2.3,1,55,0,,1964.956298,2,19,19,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/hairbrush34.jpg,2,1.8,1,55,0,,1967.471864,2,19,19,F,R
Objects,guitar,Stimuli/Objects/guitar/Aguitar78.jpg,2,2.3,1,55,0,,1969.487537,2,19,19,F,R
Objects,camcorder,Stimuli/Objects/camcorder/camcorderf235f333.jpg,2,1.8,1,55,0,,1972.003525,2,19,19,F,R
num,num,99,9,2.3,1,97,0.5095438,f,1974.018682,2,19,19,F,R
num,num,83,9,1.8,1,97,0.4443988,f,1976.527717,2,19,19,F,R
Objects,bell,Stimuli/Objects/bell/necessities_.jpg,2,1.8,1,55,0,,1978.536043,2,19,19,F,R
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,2,2.3,1,55,0,,1980.551705,2,19,19,F,R
Objects,bell,Stimuli/Objects/bell/ABELL3.jpg,2,2.3,1,55,0,,1983.066941,2,19,19,F,R
Objects,bell,Stimuli/Objects/bell/ABELL2.jpg,2,1.8,1,55,0,,1985.582002,2,19,19,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/B000A7Y1X0.01-A3MUP0TQW88EYV._SCLZZZZZZZ_V23462953_SS500_.jpg,2,1.8,1,55,0,,1987.597247,2,19,19,F,R
Objects,ringbinder,Stimuli/Objects/ringbinder/409785_sk_lg.jpg,2,2.3,1,55,0,,1989.612362,2,19,19,F,R
Objects,mp3player,Stimuli/Objects/mp3player/ipod-mini.jpg,2,2.3,1,55,0,,1992.127136,2,19,19,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/hairbrush30.jpg,2,1.8,1,55,0,,1994.641841,2,19,19,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_07.jpg,1,1.8,1,55,0,,1996.657213,2,19,19,F,R
Objects,bell,Stimuli/Objects/bell/ABELL39.jpg,2,2.3,1,55,0,,1998.672071,2,19,19,F,R
Animals,primate,Stimuli/Animals/primate/primate_07.jpg,1,2.3,1,55,0,,2001.187477,2,19,19,F,R
Objects,bowtie,Stimuli/Objects/bowtie/SM01.402cs.jpg,2,1.8,1,55,0,,2003.703079,2,19,19,F,R
Animals,marine,Stimuli/Animals/marine/marine_11.jpg,1,2.3,1,55,0,,2005.718225,2,19,19,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_11.jpg,1,2.3,1,55,0,,2008.233442,2,19,19,F,R
Animals,marine,Stimuli/Animals/marine/marine_05.jpg,1,2.3,1,55,0,,2010.749325,2,19,19,F,R
Objects,mp3player,Stimuli/Objects/mp3player/ipodshuffle_front.jpg,2,1.8,1,55,0,,2013.264554,2,19,19,F,R
Animals,frog,Stimuli/Animals/frog/frog_09.jpg,1,2.3,1,55,0,,2015.279548,2,19,19,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_15.jpg,1,2.3,1,55,0,,2017.794649,2,19,19,F,R
num,num,62,9,1.8,1,97,0.5069232,f,2020.311251,2,19,19,F,R
Animals,marine,Stimuli/Animals/marine/marine_13.jpg,1,1.8,1,55,0,,2022.321616,2,19,19,F,R
Animals,spider,Stimuli/Animals/spider/spider_07.jpg,1,1.8,1,55,0,,2024.337071,2,19,19,F,R
Animals,fish,Stimuli/Animals/fish/fish_12.jpg,1,1.8,1,55,0,,2026.35255,2,19,19,F,R
Animals,cow,Stimuli/Animals/cow/cow_04.jpg,1,2.3,1,55,0,,2028.368084,2,19,19,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_10.jpg,1,1.8,1,55,0,,2030.88297,2,19,19,F,R
Objects,handbag,Stimuli/Objects/handbag/AHANDBAG9.jpg,2,2.3,1,55,0,,2032.898797,2,19,19,F,R
Objects,handbag,Stimuli/Objects/handbag/APURSE59.jpg,2,2.3,1,55,0,,2035.414249,2,19,19,F,R
Animals,hoofed,Stimuli/Animals/hoofed/hoofed_10.jpg,1,2.3,1,55,0,,2037.929717,2,19,19,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCBGU13.jpg,2,1.8,1,55,0,,2040.444862,2,19,19,F,R
Objects,bell,Stimuli/Objects/bell/26374701.thl.jpg,2,1.8,1,55,0,,2042.460009,2,19,19,F,R
Animals,fish,Stimuli/Animals/fish/fish_13.jpg,1,2.3,1,55,0,,2044.475421,2,19,19,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCGUI14.jpg,2,1.8,1,55,0,,2046.990698,2,19,19,F,R
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36814NB_1_1_400.JPG,2,1.8,1,55,0,,2049.006487,2,19,19,F,R
Objects,mp3player,Stimuli/Objects/mp3player/Elta_8852MP3A_big.jpg,2,2.3,1,55,0,,2051.021839,2,19,19,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_05.jpg,1,1.8,1,55,0,,2053.536891,2,19,19,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/hairbrush7.jpg,2,2.3,1,55,0,,2055.552175,2,19,19,F,R
Objects,bell,Stimuli/Objects/bell/22863204.thl.jpg,2,1.8,1,55,0,,2058.067282,2,19,19,F,R
Objects,ringbinder,Stimuli/Objects/ringbinder/462342_sk_lg.jpg,2,2.3,1,55,0,,2060.082396,2,19,19,F,R
num,num,39,9,2.3,1,97,0.3554676,f,2062.59652,2,19,19,F,R
Objects,mp3player,Stimuli/Objects/mp3player/sandisk_sansa_m240_digital_audio_mp3_player-750479.jpg,2,1.8,1,55,0,,2065.105652,2,19,19,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_17.jpg,1,1.8,1,55,0,,2067.121387,2,19,19,F,R
Animals,fish,Stimuli/Animals/fish/fish_17.jpg,1,1.8,1,55,0,,2069.139212,2,19,19,F,R
num,num,37,9,1.8,1,97,0.3576349,f,2071.154336,2,19,19,F,R
Objects,bed,Stimuli/Objects/bed/furniture_4.jpg,2,1.8,1,55,0,,2073.164927,2,19,19,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCBGU10.jpg,2,2.3,1,55,0,,2075.180261,2,19,19,F,R
Animals,fish,Stimuli/Animals/fish/fish_15.jpg,1,2.3,1,55,0,,2077.696201,2,19,19,F,R
Animals,cat,Stimuli/Animals/cat/cat_15.jpg,1,1.8,1,55,0,,2080.211799,2,19,19,F,R
Objects,mp3player,Stimuli/Objects/mp3player/MP3_Player.jpg,2,2.3,1,55,0,,2082.227803,2,19,19,F,R
Animals,fish,Stimuli/Animals/fish/fish_14.jpg,1,1.8,1,55,0,,2084.7439,2,19,19,F,R
Objects,calculator,Stimuli/Objects/calculator/22829508.thl.jpg,2,1.8,1,55,0,,2086.759794,2,19,19,F,R
Animals,cat,Stimuli/Animals/cat/cat_13.jpg,1,1.8,1,55,0,,2088.775438,2,19,19,F,R
Animals,deer,Stimuli/Animals/deer/deer_17.jpg,1,1.8,1,55,0,,2090.791295,2,19,19,F,R
Animals,cat,Stimuli/Animals/cat/cat_09.jpg,1,2.3,1,55,0,,2092.806778,2,19,19,F,R
Objects,handbag,Stimuli/Objects/handbag/Ahandbag15.jpg,2,1.8,1,55,0,,2095.322873,2,19,19,F,R
Animals,spider,Stimuli/Animals/spider/spider_01.jpg,1,2.3,1,55,0,,2097.338862,2,19,19,F,R
Objects,handbag,Stimuli/Objects/handbag/stingray-leather-hobo-handbag-1.jpg,2,1.8,1,55,0,,2099.854739,2,19,19,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_07.jpg,1,2.3,1,55,0,,2101.870387,2,19,19,F,R
Objects,handbag,Stimuli/Objects/handbag/APURSE46.jpg,2,1.8,1,55,0,,2104.385912,2,19,19,F,R
Animals,marine,Stimuli/Animals/marine/marine_09.jpg,1,1.8,1,55,0,,2106.401906,2,19,19,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_12.jpg,1,2.3,1,55,0,,2108.416873,2,19,19,F,R
Animals,cat,Stimuli/Animals/cat/cat_04.jpg,1,2.3,1,55,0,,2110.932269,2,19,19,F,R
num,num,56,9,2.3,1,97,0.5035682,f,2113.446348,2,19,19,F,R
Animals,spider,Stimuli/Animals/spider/spider_05.jpg,1,2.3,1,55,0,,2115.955355,2,19,19,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_09.jpg,1,1.8,1,55,0,,2118.47138,2,19,19,F,R
Animals,spider,Stimuli/Animals/spider/spider_17.jpg,1,1.8,1,55,0,,2120.486578,2,19,19,F,R
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NM_1_1_400.JPG,2,1.8,1,55,0,,2122.502097,2,19,19,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_04.jpg,1,2.3,1,55,0,,2124.517217,2,19,19,F,R
Objects,handbag,Stimuli/Objects/handbag/APURSE24.jpg,2,1.8,1,55,0,,2127.033074,2,19,19,F,R
num,num,47,9,2.3,1,97,0.5125323,f,2129.04837,2,19,19,F,R
num,num,58,9,2.3,1,97,0.4396775,f,2131.557164,2,19,19,F,R
Objects,abacus,Stimuli/Objects/abacus/ab27.jpg,2,2.3,1,55,0,,2134.067295,2,19,19,F,R
Objects,boot,Stimuli/Objects/boot/22978099.thl.jpg,2,2.3,1,55,0,,2136.583399,2,19,19,F,R
Animals,dog,Stimuli/Animals/dog/dog_05.jpg,1,1.8,1,55,0,,2139.099237,2,19,19,F,R
num,num,73,9,1.8,1,97,0.4075047,f,2141.113303,2,19,19,F,R
Objects,cookpot,Stimuli/Objects/cookpot/ACOOKPO51.jpg,2,2.3,1,55,0,,2143.123069,2,19,19,F,R
Animals,fish,Stimuli/Animals/fish/fish_06.jpg,1,2.3,1,55,0,,2145.639183,2,19,19,F,R
Animals,mustelidae,Stimuli/Animals/mustelidae/mustelidae_10.jpg,1,2.3,1,55,0,,619.6452132,8,20,18,F,R
Animals,procyon_civet,Stimuli/Animals/procyon_civet/procyon_07.jpg,1,2.3,1,55,0,,622.1649631,8,20,18,F,R
num,num,82,9,1.8,1,97,0.4246088,f,624.6827638,8,20,18,F,R
Animals,marine,Stimuli/Animals/marine/marine_10.jpg,1,1.8,1,55,0,,626.6963661,8,20,18,F,R
Animals,insect,Stimuli/Animals/insect/insect_16.jpg,1,1.8,1,55,0,,628.7154854,8,20,18,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_06.jpg,1,1.8,1,55,0,,630.7336623,8,20,18,F,R
Animals,marine,Stimuli/Animals/marine/marine_08.jpg,1,1.8,1,55,0,,632.7507803,8,20,18,F,R
Objects,sofa,Stimuli/Objects/sofa/AREDCOUC5.jpg,2,1.8,1,55,0,,634.7698584,8,20,18,F,R
num,num,90,9,2.3,1,97,0.2857096,f,636.7855168,8,20,18,F,R
num,num,40,9,2.3,1,97,0.4210127,f,639.2942709,8,20,18,F,R
Objects,bed,Stimuli/Objects/bed/510F16ita7L._AA262_.jpg,2,2.3,1,55,0,,641.8060064,8,20,18,F,R
Objects,hat,Stimuli/Objects/hat/Astrawhat44.jpg,2,2.3,1,55,0,,644.3246366,8,20,18,F,R
Animals,beast,Stimuli/Animals/beast/beast_13.jpg,1,1.8,1,55,0,,646.8425469,8,20,18,F,R
Animals,mustelidae,Stimuli/Animals/mustelidae/mustelidae_15.jpg,1,2.3,1,55,0,,648.8609668,8,20,18,F,R
Animals,panthera,Stimuli/Animals/panthera/panthera_06.jpg,1,2.3,1,55,0,,651.380835,8,20,18,F,R
Animals,horse,Stimuli/Animals/horse/horse_08.jpg,1,1.8,1,55,0,,653.8989466,8,20,18,F,R
Animals,panthera,Stimuli/Animals/panthera/panthera_01.jpg,1,2.3,1,55,0,,655.9172943,8,20,18,F,R
Objects,hat,Stimuli/Objects/hat/AFISHHAT2.jpg,2,1.8,1,55,0,,658.4351925,8,20,18,F,R
Animals,panthera,Stimuli/Animals/panthera/panthera_04.jpg,1,1.8,1,55,0,,660.453522,8,20,18,F,R
Objects,camcorder,Stimuli/Objects/camcorder/Style-DV3.jpg,2,2.3,1,55,0,,662.4716841,8,20,18,F,R
Objects,guitar,Stimuli/Objects/guitar/AELECGU15.jpg,2,1.8,1,55,0,,664.989703,8,20,18,F,R
Animals,insect,Stimuli/Animals/insect/insect_12.jpg,1,1.8,1,55,0,,667.0074339,8,20,18,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell05.jpg,2,2.3,1,55,0,,669.0261164,8,20,18,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_11.jpg,1,2.3,1,55,0,,671.5452257,8,20,18,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_02.jpg,1,1.8,1,55,0,,674.0636376,8,20,18,F,R
Objects,lamp,Stimuli/Objects/lamp/Alamp109.jpg,2,2.3,1,55,0,,676.0817074,8,20,18,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell13.jpg,2,1.8,1,55,0,,678.6003175,8,20,18,F,R
Objects,bowtie,Stimuli/Objects/bowtie/bowtie-1.jpg,2,2.3,1,55,0,,680.6160631,8,20,18,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell04.jpg,2,2.3,1,55,0,,683.1353091,8,20,18,F,R
Objects,camcorder,Stimuli/Objects/camcorder/canonhv10camcorder.jpg,2,1.8,1,55,0,,685.6542068,8,20,18,F,R
Animals,marine,Stimuli/Animals/marine/marine_03.jpg,1,2.3,1,55,0,,687.6721997,8,20,18,F,R
num,num,21,9,2.3,1,97,0.3609682,f,690.1872021,8,20,18,F,R
Objects,bowtie,Stimuli/Objects/bowtie/ABOWTIE3.jpg,2,1.8,1,55,0,,692.6995267,8,20,18,F,R
Animals,marine,Stimuli/Animals/marine/marine_12.png,1,2.3,1,55,0,,694.7199475,8,20,18,F,R
Animals,mustelidae,Stimuli/Animals/mustelidae/mustelidae_14.jpg,1,2.3,1,55,0,,697.238399,8,20,18,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCGUI13.jpg,2,2.3,1,55,0,,699.7552744,8,20,18,F,R
Objects,guitar,Stimuli/Objects/guitar/epiphone-jack-casady-electric-rock-bass-guitar.jpg,2,2.3,1,55,0,,702.2737614,8,20,18,F,R
Animals,marine,Stimuli/Animals/marine/marine_09.jpg,1,1.8,1,55,0,,704.7915701,8,20,18,F,R
Objects,camcorder,Stimuli/Objects/camcorder/00000102404-SonyDCRTRV280Digital8camcorder-large.jpg,2,1.8,1,55,0,,706.8102687,8,20,18,F,R
Animals,mustelidae,Stimuli/Animals/mustelidae/mustelidae_03.jpg,1,1.8,1,55,0,,708.8270786,8,20,18,F,R
Animals,insect,Stimuli/Animals/insect/insect_02.jpg,1,2.3,1,55,0,,710.8451067,8,20,18,F,R
Animals,panthera,Stimuli/Animals/panthera/panthera_17.jpg,1,2.3,1,55,0,,713.3656694,8,20,18,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_10.jpg,1,2.3,1,55,0,,715.8840847,8,20,18,F,R
Animals,insect,Stimuli/Animals/insect/insect_01.jpg,1,1.8,1,55,0,,718.4021451,8,20,18,F,R
num,num,23,9,1.8,1,97,0.433908,f,720.4171863,8,20,18,F,R
Animals,bird,Stimuli/Animals/bird/bird_03.jpg,1,1.8,1,55,0,,722.429745,8,20,18,F,R
Objects,camcorder,Stimuli/Objects/camcorder/b2c_l_scd6550.jpg,2,2.3,1,55,0,,724.4477975,8,20,18,F,R
Objects,abacus,Stimuli/Objects/abacus/abacus2.jpg,2,1.8,1,55,0,,726.9664048,8,20,18,F,R
Animals,mustelidae,Stimuli/Animals/mustelidae/mustelidae_01.jpg,1,1.8,1,55,0,,728.9834878,8,20,18,F,R
Objects,hat,Stimuli/Objects/hat/Ahat136.jpg,2,2.3,1,55,0,,731.0020671,8,20,18,F,R
Animals,insect,Stimuli/Animals/insect/insect_04.jpg,1,2.3,1,55,0,,733.5200255,8,20,18,F,R
Objects,flashlight,Stimuli/Objects/flashlight/freeplay-xray-wind-up-led-flashlight.jpg,2,1.8,1,55,0,,736.0395238,8,20,18,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_17.jpg,1,2.3,1,55,0,,738.0576656,8,20,18,F,R
Objects,bowtie,Stimuli/Objects/bowtie/ABOWTIE7.jpg,2,1.8,1,55,0,,740.5749722,8,20,18,F,R
Animals,insect,Stimuli/Animals/insect/insect_13.jpg,1,2.3,1,55,0,,742.5932838,8,20,18,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_05.jpg,1,2.3,1,55,0,,745.1099892,8,20,18,F,R
Objects,bell,Stimuli/Objects/bell/necessities_12.jpg,2,1.8,1,55,0,,747.6274691,8,20,18,F,R
Objects,sofa,Stimuli/Objects/sofa/JACKSON-MS6007loveseat59X36X33.jpg,2,2.3,1,55,0,,749.6455295,8,20,18,F,R
Objects,bowtie,Stimuli/Objects/bowtie/BTS30.jpg,2,1.8,1,55,0,,752.1622647,8,20,18,F,R
Objects,guitar,Stimuli/Objects/guitar/AELECGUI5.jpg,2,1.8,1,55,0,,754.1782238,8,20,18,F,R
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_17.jpg,1,2.3,1,55,0,,756.1957671,8,20,18,F,R
Objects,hat,Stimuli/Objects/hat/ASTRHATFL.jpg,2,1.8,1,55,0,,758.7135712,8,20,18,F,R
num,num,18,9,2.3,1,97,0.4134071,f,760.727598,8,20,18,F,R
num,num,12,9,1.8,1,97,0.5057012,f,763.2353043,8,20,18,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell14.JPG,2,1.8,1,55,0,,765.2481134,8,20,18,F,R
Objects,bongo,Stimuli/Objects/bongo/26390708.thl.jpg,2,2.3,1,55,0,,767.2654759,8,20,18,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_12.jpg,1,2.3,1,55,0,,769.7819228,8,20,18,F,R
Objects,sofa,Stimuli/Objects/sofa/APEACHLOV.jpg,2,2.3,1,55,0,,772.2991981,8,20,18,F,R
Objects,bowtie,Stimuli/Objects/bowtie/ABOWTIE9.jpg,2,1.8,1,55,0,,774.8169593,8,20,18,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_01.jpg,1,1.8,1,55,0,,776.8366215,8,20,18,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_01.jpg,1,2.3,1,55,0,,778.8540683,8,20,18,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell02.jpg,2,2.3,1,55,0,,781.3718121,8,20,18,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_16.jpg,1,1.8,1,55,0,,783.8871295,8,20,18,F,R
Animals,marine,Stimuli/Animals/marine/marine_15.jpg,1,1.8,1,55,0,,785.90457,8,20,18,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCBGU12.jpg,2,2.3,1,55,0,,787.9197359,8,20,18,F,R
Objects,bowtie,Stimuli/Objects/bowtie/19778.jpg,2,2.3,1,55,0,,790.4378847,8,20,18,F,R
Animals,panthera,Stimuli/Animals/panthera/panthera_15.jpg,1,1.8,1,55,0,,792.9552134,8,20,18,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell07.jpg,2,1.8,1,55,0,,794.9740402,8,20,18,F,R
Objects,hat,Stimuli/Objects/hat/JS370.jpg,2,1.8,1,55,0,,796.9918952,8,20,18,F,R
Animals,cat,Stimuli/Animals/cat/cat_03.jpg,1,1.8,1,55,0,,799.009277,8,20,18,F,R
num,num,97,9,1.8,1,97,0.5583355,f,801.0245174,8,20,18,F,R
Animals,marine,Stimuli/Animals/marine/marine_16.jpg,1,2.3,1,55,0,,803.0353191,8,20,18,F,R
Objects,glove,Stimuli/Objects/glove/ABLACGLOV.jpg,2,1.8,1,55,0,,805.5510731,8,20,18,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCGUI10.jpg,2,1.8,1,55,0,,807.5680724,8,20,18,F,R
Animals,panthera,Stimuli/Animals/panthera/panthera_14.jpg,1,2.3,1,55,0,,809.5853892,8,20,18,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_16.jpg,1,2.3,1,55,0,,812.1052498,8,20,18,F,R
Objects,kayak,Stimuli/Objects/kayak/stearns-pivot-ww-400.jpg,2,2.3,1,55,0,,814.622217,8,20,18,F,R
Objects,bowtie,Stimuli/Objects/bowtie/793_699_popup.jpg,2,2.3,1,55,0,,817.1392598,8,20,18,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell06.jpg,2,2.3,1,55,0,,819.6570183,8,20,18,F,R
Objects,sofa,Stimuli/Objects/sofa/ACOUCH25.jpg,2,2.3,1,55,0,,822.1746546,8,20,18,F,R
num,num,91,9,2.3,1,97,0.585094,f,824.6886524,8,20,18,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_17.jpg,1,1.8,1,55,0,,827.1997915,8,20,18,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_09.jpg,1,1.8,1,55,0,,829.2176668,8,20,18,F,R
Objects,camcorder,Stimuli/Objects/camcorder/HDRFX7[2].jpg,2,2.3,1,55,0,,831.2356333,8,20,18,F,R
Objects,hat,Stimuli/Objects/hat/ABLUEHAT.jpg,2,2.3,1,55,0,,833.7530312,8,20,18,F,R
num,num,98,9,1.8,1,97,0.5506151,f,836.267144,8,20,18,F,R
Objects,sofa,Stimuli/Objects/sofa/ALOVSEAT9.jpg,2,1.8,1,55,0,,838.2805628,8,20,18,F,R
Animals,mustelidae,Stimuli/Animals/mustelidae/mustelidae_02.jpg,1,1.8,1,55,0,,840.2989173,8,20,18,F,R
Objects,sofa,Stimuli/Objects/sofa/wilkie-sofa-250h-new-cd.jpg,2,2.3,1,55,0,,842.3169544,8,20,18,F,R
Objects,camcorder,Stimuli/Objects/camcorder/JVC_GZ-HD7_vanity_350[2]1.jpg,2,1.8,1,55,0,,844.8344326,8,20,18,F,R
Objects,hat,Stimuli/Objects/hat/AGREENHAT.jpg,2,2.3,1,55,0,,846.8527829,8,20,18,F,R
Objects,camcorder,Stimuli/Objects/camcorder/sony-HDR-HC3-camcorder.jpg,2,1.8,1,55,0,,849.3707759,8,20,18,F,R
Objects,sofa,Stimuli/Objects/sofa/ShelterSofaS6.jpg,2,1.8,1,55,0,,851.3889704,8,20,18,F,R
Animals,panthera,Stimuli/Animals/panthera/panthera_07.jpg,1,1.8,1,55,0,,853.4067355,8,20,18,F,R
Animals,insect,Stimuli/Animals/insect/insect_17.jpg,1,2.3,1,55,0,,855.4232893,8,20,18,F,R
Animals,primate,Stimuli/Animals/primate/primate_02.jpg,1,2.3,1,55,0,,857.9390581,8,20,18,F,R
Animals,mustelidae,Stimuli/Animals/mustelidae/mustelidae_16.jpg,1,1.8,1,55,0,,860.4552197,8,20,18,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_15.jpg,1,1.8,1,55,0,,862.4723548,8,20,18,F,R
Objects,ringbinder,Stimuli/Objects/ringbinder/SI747374-m.jpg,2,1.8,1,55,0,,864.4916328,8,20,18,F,R
Animals,rabbit,Stimuli/Animals/rabbit/rabbit_06.jpg,1,2.3,1,55,0,,866.5089422,8,20,18,F,R
Objects,bell,Stimuli/Objects/bell/necessities_12.jpg,2,1.8,1,55,0,,1244.131921,1,20,18,F,R
Objects,bowtie,Stimuli/Objects/bowtie/bowtie-1.jpg,2,2.3,1,55,0,,1246.146928,1,20,18,F,R
Animals,insect,Stimuli/Animals/insect/insect_01.jpg,1,1.8,1,55,0,,1248.662048,1,20,18,F,R
Objects,flashlight,Stimuli/Objects/flashlight/freeplay-xray-wind-up-led-flashlight.jpg,2,1.8,1,55,0,,1250.677818,1,20,18,F,R
Objects,hat,Stimuli/Objects/hat/AGREENHAT.jpg,2,2.3,1,55,0,,1252.693467,1,20,18,F,R
Objects,bed,Stimuli/Objects/bed/510F16ita7L._AA262_.jpg,2,2.3,1,55,0,,1255.208962,1,20,18,F,R
Objects,hat,Stimuli/Objects/hat/ABLUEHAT.jpg,2,2.3,1,55,0,,1257.724955,1,20,18,F,R
Objects,ringbinder,Stimuli/Objects/ringbinder/SI747374-m.jpg,2,1.8,1,55,0,,1260.241193,1,20,18,F,R
Objects,camcorder,Stimuli/Objects/camcorder/Style-DV3.jpg,2,2.3,1,55,0,,1262.256265,1,20,18,F,R
Objects,guitar,Stimuli/Objects/guitar/epiphone-jack-casady-electric-rock-bass-guitar.jpg,2,2.3,1,55,0,,1264.771413,1,20,18,F,R
Animals,marine,Stimuli/Animals/marine/marine_10.jpg,1,1.8,1,55,0,,1267.286814,1,20,18,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_05.jpg,1,2.3,1,55,0,,1269.302255,1,20,18,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_17.jpg,1,1.8,1,55,0,,1271.817712,1,20,18,F,R
num,num,58,9,1.8,1,97,0.4854164,f,1273.83525,1,20,18,F,R
num,num,78,9,1.8,1,97,0.4960329,f,1275.844594,1,20,18,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCGUI10.jpg,2,1.8,1,55,0,,1277.852559,1,20,18,F,R
Animals,marine,Stimuli/Animals/marine/marine_09.jpg,1,1.8,1,55,0,,1279.867968,1,20,18,F,R
num,num,28,9,1.8,1,97,0.4340628,f,1281.882586,1,20,18,F,R
Animals,rabbit,Stimuli/Animals/rabbit/rabbit_06.jpg,1,2.3,1,55,0,,1283.891835,1,20,18,F,R
Objects,sofa,Stimuli/Objects/sofa/ACOUCH25.jpg,2,2.3,1,55,0,,1286.406994,1,20,18,F,R
Objects,camcorder,Stimuli/Objects/camcorder/00000102404-SonyDCRTRV280Digital8camcorder-large.jpg,2,1.8,1,55,0,,1288.922817,1,20,18,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCBGU12.jpg,2,2.3,1,55,0,,1290.937603,1,20,18,F,R
Objects,bowtie,Stimuli/Objects/bowtie/ABOWTIE9.jpg,2,1.8,1,55,0,,1293.45244,1,20,18,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_16.jpg,1,1.8,1,55,0,,1295.467151,1,20,18,F,R
Animals,dragonfly,Stimuli/Animals/dragonfly/dragonfly_17.jpg,1,2.3,1,55,0,,1297.482596,1,20,18,F,R
Objects,sofa,Stimuli/Objects/sofa/wilkie-sofa-250h-new-cd.jpg,2,2.3,1,55,0,,1299.99821,1,20,18,F,R
Animals,marine,Stimuli/Animals/marine/marine_08.jpg,1,1.8,1,55,0,,1302.513062,1,20,18,F,R
Objects,hat,Stimuli/Objects/hat/Ahat136.jpg,2,2.3,1,55,0,,1304.528202,1,20,18,F,R
